epoch,accuracy,loss,val_accuracy,val_loss
0,0.574066,0.6738284378411383,0.5925758481025696,0.6594984531402588
1,0.6465607,0.6456461242457342,0.6340317726135254,0.6017524003982544
2,0.7023394,0.6123276902310675,0.6176842451095581,0.6560379266738892
3,0.7512221,0.5721145591089846,0.6753070950508118,0.6231432557106018
4,0.7931215,0.524750140708918,0.6910223960876465,0.6149011850357056
5,0.83074373,0.4781193600853062,0.7357297539710999,0.5467286705970764
6,0.8568436,0.43261541051571595,0.7612445950508118,0.5457733273506165
7,0.8762657,0.3878656324394588,0.8250541687011719,0.4447426199913025
8,0.9003579,0.3432219276548098,0.8236542344093323,0.403026282787323
9,0.9159393,0.3034372181116536,0.859375,0.4604298174381256
10,0.93339735,0.2634603732874274,0.859375,0.33842742443084717
11,0.9429993,0.23111487683637183,0.8818190097808838,0.41460883617401123
12,0.9605011,0.19392216938167978,0.8997922539710999,0.28688162565231323
13,0.96421087,0.16861805045071926,0.9190751314163208,0.23317109048366547
14,0.97136873,0.1411542471435816,0.9273843765258789,0.2154013216495514
15,0.97682434,0.11856141465835732,0.9379515647888184,0.24053625762462616
16,0.979574,0.10192323421965764,0.9414288401603699,0.22780412435531616
17,0.98105794,0.08852727185705854,0.9451318383216858,0.15567320585250854
18,0.9838949,0.07835239921202207,0.9456285834312439,0.08725233376026154
19,0.983764,0.07121061921827287,0.9434158205986023,0.20318937301635742
20,0.9867318,0.06279059006785714,0.9543894529342651,0.19565880298614502
21,0.98660094,0.058160219762952964,0.954705536365509,0.18460115790367126
22,0.98760474,0.0547616871271553,0.9557893872261047,0.18696346879005432
23,0.9880412,0.04899767683766907,0.959086000919342,0.16389785706996918
24,0.989176,0.04610168361287127,0.9589505195617676,0.05069013684988022
25,0.9917511,0.04081889521850887,0.9595827460289001,0.23099550604820251
26,0.9906599,0.03907592797277277,0.9621567726135254,0.09696955978870392
27,0.9913146,0.03586925588829141,0.9641438126564026,0.16210997104644775
28,0.9930604,0.03219658235483413,0.9659953117370605,0.06656631827354431
29,0.9935405,0.030838914049071308,0.9657243490219116,0.12928138673305511
30,0.9930168,0.029989422759426208,0.9649566411972046,0.045353002846241
31,0.9940206,0.026836420720255823,0.9697434902191162,0.16614456474781036
32,0.9930168,0.027979638525050695,0.9700596332550049,0.17497101426124573
33,0.99423885,0.026747853413234626,0.9681177735328674,0.04856334626674652
34,0.9936714,0.026712473768054107,0.970601499080658,0.09836657345294952
35,0.9953736,0.023904531764896722,0.9700144529342651,0.08692087233066559
36,0.99541724,0.022411239514252244,0.9710079431533813,0.07144568115472794
37,0.9955918,0.021502033614829264,0.9707369804382324,0.1353244185447693
38,0.99567914,0.02028669227258037,0.9720917344093323,0.11412882804870605
39,0.9958537,0.019456364648864088,0.9724981784820557,0.05718906968832016
40,0.9959846,0.018139301087088135,0.972904622554779,0.030261674895882607
41,0.9959846,0.01813441186924803,0.9729498028755188,0.07714284956455231
42,0.9966393,0.017297128590042364,0.9735368490219116,0.027779746800661087
43,0.997294,0.015331008438379945,0.9732658863067627,0.04178135097026825
44,0.9958537,0.017199544405158838,0.9740335941314697,0.04701520502567291
45,0.99637747,0.016500717159698836,0.9736271500587463,0.04853685945272446
46,0.9968139,0.016510347817509367,0.9750270843505859,0.13824620842933655
47,0.9958537,0.01627528965121978,0.9745303392410278,0.023778719827532768
48,0.995199,0.017655857887467652,0.9750722646713257,0.17426319420337677
49,0.99655205,0.015476094050900021,0.9750722646713257,0.07596990466117859
50,0.9972067,0.012970371708383149,0.975523829460144,0.018310856074094772
51,0.99694484,0.013983679085309154,0.9761109352111816,0.12798598408699036
52,0.99738127,0.0122838183094789,0.9760205745697021,0.05937490239739418
53,0.99781775,0.01265684248132933,0.9763367176055908,0.040210600942373276
54,0.9972504,0.012349946425340591,0.9776462912559509,0.037255700677633286
55,0.9972504,0.012359431590988982,0.9776462912559509,0.10495201498270035
56,0.997905,0.011423890692553893,0.9765625,0.14614525437355042
57,0.9975995,0.011408254490871315,0.9772850275039673,0.11215510219335556
58,0.997294,0.011744318839212016,0.9779172539710999,0.058529555797576904
59,0.9978614,0.010392438181007395,0.9776914715766907,0.1224650889635086
60,0.9971194,0.011818031840905671,0.9776914715766907,0.029222553595900536
61,0.99755585,0.011014887041024676,0.9782333970069885,0.0364055410027504
62,0.9976868,0.010374421747427372,0.9780076146125793,0.04253173619508743
63,0.99733764,0.01138952809845113,0.9782333970069885,0.02149973250925541
64,0.99773043,0.009506053504906074,0.9784591794013977,0.009598029777407646
65,0.99803597,0.009646725485767315,0.9789107441902161,0.09431368857622147
66,0.9980796,0.009307437998440388,0.9792268872261047,0.07187899947166443
67,0.9976432,0.009417549000048812,0.9787752628326416,0.03543548285961151
68,0.998647,0.007918796946578165,0.9788656234741211,0.026301389560103416
69,0.997294,0.009552972461161978,0.9787752628326416,0.008376567624509335
70,0.9976868,0.00958770992105577,0.9793623685836792,0.03132529929280281
71,0.99821055,0.008415256629830652,0.9798591136932373,0.12508869171142578
72,0.9981669,0.008415397192877015,0.9790462255477905,0.03544186055660248
73,0.99869066,0.007840816412828655,0.9795881509780884,0.040801361203193665
74,0.9985161,0.007994089675247774,0.9800848960876465,0.0048692007549107075
75,0.99821055,0.008201448120178093,0.9799945950508118,0.017385661602020264
76,0.9987779,0.006507181423630399,0.9804461598396301,0.11827969551086426
77,0.9981232,0.007855795943321317,0.9796333312988281,0.12586776912212372
78,0.9982978,0.008943090985845201,0.9799042344093323,0.14191752672195435
79,0.99842876,0.008002215132212226,0.9802655577659607,0.08033561706542969
80,0.99838513,0.00729090641021817,0.9813945293426514,0.0970892608165741
81,0.9985161,0.007102405887673344,0.9802655577659607,0.011841675266623497
82,0.99842876,0.007221774052270537,0.9808977842330933,0.10685999691486359
83,0.99886525,0.006103869647895865,0.9803106784820557,0.05316164344549179
84,0.9982978,0.007195241086077018,0.9803106784820557,0.02720802277326584
85,0.9985597,0.006622340163351271,0.9810783863067627,0.029889103025197983
86,0.9980796,0.008073357355816019,0.9808526039123535,0.021136004477739334
87,0.99821055,0.007145641386403582,0.9806268215179443,0.016192562878131866
88,0.9985161,0.0066593368332859065,0.9815751314163208,0.0774771049618721
89,0.9985597,0.006524893555200955,0.9810783863067627,0.033045604825019836
