epoch,accuracy,loss,val_accuracy,val_loss
0,0.7184874,0.6487682406641856,0.7560513019561768,0.6466121673583984
1,0.74927783,0.5817881209008834,0.7564577460289001,0.5201032161712646
2,0.7540047,0.5144830686705453,0.757044792175293,0.6197294592857361
3,0.75439864,0.46635620258435484,0.7572254538536072,0.5956262350082397
4,0.75426733,0.4291064318488626,0.757044792175293,0.4158044755458832
5,0.7540704,0.38439304212562175,0.7576318383216858,0.2966840863227844
6,0.7536765,0.361093677267307,0.7574060559272766,0.3025955557823181
7,0.7537421,0.33180284825693657,0.7573609352111816,0.279617041349411
8,0.7538078,0.30628433272618205,0.7574060559272766,0.3058725595474243
9,0.7536765,0.29037378571864936,0.7575415372848511,0.37269216775894165
10,0.7536765,0.2685415511246489,0.7573609352111816,0.3784330487251282
11,0.80810136,0.2559326217830682,0.8939216136932373,0.24321335554122925
12,0.9394039,0.2473263230894794,0.9125722646713257,0.389720618724823
13,0.93973213,0.23739037487436743,0.9040372371673584,0.3765967786312103
14,0.950302,0.22387295473022623,0.8978504538536072,0.40447306632995605
15,0.9489233,0.2195916196503559,0.914830207824707,0.30817675590515137
16,0.95470065,0.20980031359471193,0.907288670539856,0.24026216566562653
17,0.9550289,0.2032624443038171,0.9046242833137512,0.20747673511505127
18,0.9612001,0.19418525373359688,0.9105401039123535,0.30707645416259766
19,0.9648766,0.18477214074560575,0.8891798853874207,0.18144263327121735
20,0.9658613,0.1786753661116632,0.9079208970069885,0.2426159679889679
21,0.97190124,0.17185812136706183,0.9195718765258789,0.2791742980480194
22,0.97406775,0.165945157627849,0.9267973303794861,0.19753310084342957
23,0.97689074,0.15859796876917368,0.9272488951683044,0.23963375389575958
24,0.977219,0.154497291861462,0.9291907548904419,0.2154645025730133
25,0.9782038,0.15122563357488447,0.9266166687011719,0.23028519749641418
26,0.9806985,0.14433627237542337,0.9316744804382324,0.1606622189283371
27,0.9793855,0.1398850352260746,0.9284230470657349,0.1825622320175171
28,0.97879463,0.13725516522506706,0.9218298196792603,0.16113844513893127
29,0.97708774,0.136778112500906,0.9328486323356628,0.3180798292160034
30,0.98102677,0.13127628416449083,0.9452221989631653,0.2506938576698303
