epoch,accuracy,loss,val_accuracy,val_loss
39,1.0,1.850971702719754e-05,0.9810332655906677,0.38035398721694946
40,0.99927783,0.002012426577842362,0.9460350275039673,0.66927570104599
41,0.9998687,0.00039773464951624164,0.9800397157669067,0.0005852037575095892
42,0.99842435,0.0040144049932409245,0.965092122554779,0.05550060793757439
43,0.9983587,0.004475549696340671,0.9693822264671326,0.3801679313182831
44,0.99940914,0.0013812325768830336,0.9793171882629395,0.01318930834531784
45,1.0,1.9407669333531406e-05,0.9762464165687561,0.16119921207427979
46,1.0,5.400741839943945e-05,0.9495123028755188,0.40181636810302734
47,0.9997374,0.0008941475666353974,0.9766528010368347,0.001653162995353341
48,1.0,4.484640236003919e-05,0.9742142558097839,0.016053332015872
49,0.99967176,0.001603777883887661,0.9770140647888184,0.06695353984832764
50,0.9993435,0.0014587195674836562,0.9556539058685303,0.2736111581325531
51,0.99862134,0.0040102536032095605,0.9384031891822815,0.5063613653182983
52,0.9992122,0.0025098617431227304,0.9715498685836792,0.10739403963088989
53,0.9998687,0.0008249407200815946,0.9824783205986023,0.23982368409633636
54,0.9992122,0.0022455832755831477,0.9712789058685303,0.08768310397863388
55,0.9999344,0.0006042559765832693,0.9773753881454468,0.17663423717021942
56,0.9998687,0.0007079232010601705,0.9847814440727234,0.34534886479377747
57,0.9999344,0.00017497848044199782,0.9782333970069885,0.05685941502451897
58,1.0,8.826184354765874e-06,0.979949414730072,0.12489750981330872
59,1.0,1.3819745501760579e-05,0.9777366518974304,0.00011174776591360569
60,1.0,4.351047106490521e-06,0.9776462912559509,0.003452906385064125
61,1.0,1.421635155092063e-05,0.9729949235916138,0.17474982142448425
62,1.0,2.70471990454164e-06,0.9721820950508118,0.14534537494182587
63,1.0,2.6226429326522386e-06,0.9708724617958069,0.1891607642173767
64,1.0,6.033489987963895e-06,0.9734013676643372,0.09536164999008179
65,1.0,4.771033080494046e-06,0.9756141901016235,0.11032015830278397
66,1.0,2.320101154525565e-06,0.9763818383216858,0.23195314407348633
67,1.0,5.060991974220095e-06,0.977601170539856,0.4902596175670624
68,1.0,1.461033327393586e-06,0.9755690097808838,0.00014879631635267287
69,1.0,2.0785672670775114e-06,0.9790462255477905,0.08802822977304459
70,1.0,6.283037173964205e-07,0.9779624342918396,0.08446264266967773
71,1.0,4.694367858802474e-07,0.9770592451095581,0.1630692332983017
72,1.0,5.966522101302074e-07,0.9779172539710999,0.06647099554538727
73,1.0,3.4317912470455267e-07,0.978143036365509,0.0646626204252243
74,0.9970457,0.010285200314099711,0.9762464165687561,0.25111594796180725
75,0.99947476,0.0018146892245343123,0.9607117176055908,0.08500639349222183
76,0.9996061,0.001103414487391559,0.9254876971244812,0.49632513523101807
77,0.99967176,0.0011069368385489735,0.9673048853874207,0.03747802600264549
78,0.99967176,0.0009740712889628175,0.9693370461463928,0.031403832137584686
79,0.9996061,0.0012982506961285855,0.9644598960876465,0.140867680311203
80,0.9997374,0.0004634361113001107,0.9639179706573486,0.12908416986465454
81,0.9998687,0.0008579566106670548,0.9461253881454468,0.2782459259033203
82,0.9998687,0.00027265316377516653,0.9782333970069885,0.0844741016626358
83,0.99927783,0.0031605464070048237,0.9665372371673584,0.024116206914186478
84,1.0,0.00012651069775881368,0.9710531234741211,0.005333640147000551
85,1.0,0.00011896047965066595,0.9752528667449951,0.21809795498847961
86,0.9996061,0.0015180040079073036,0.9804461598396301,0.15582455694675446
87,0.9999344,0.0002339737043640963,0.9714595079421997,0.028914662078022957
88,0.9991465,0.004449010363659366,0.9505960941314697,0.10904570668935776
89,0.9998687,0.0006864167330258372,0.9432351589202881,0.11016357690095901
